room_type,longitude,minimum_nights,availability_365
0.0,0.8393553359325381,0.004008016032064127,0.10136986301369863
0.5,0.5099963731979358,0.008016032064128256,0.0
0.5,0.6625034001269512,0.002004008016032064,0.1917808219178082
0.5,0.3709765164566079,0.026052104208416832,0.0
0.5,0.4130247529240876,0.0,0.0
0.0,0.5401214978692508,0.002004008016032064,0.7972602739726028
0.0,0.4234064738416805,0.004008016032064127,0.13972602739726028
0.5,0.4901169643666492,0.0,0.03287671232876713
0.0,0.33647656179161345,0.002004008016032064,0.0
0.0,0.5539940157765955,0.004008016032064127,0.0
0.5,0.4720962915948803,0.008016032064128256,0.0
0.0,0.6761492429050406,0.004008016032064127,0.25753424657534246
0.0,0.4284613292229551,0.004008016032064127,0.30684931506849317
0.0,0.47678846676942044,0.002004008016032064,0.6328767123287671
0.0,0.40985130111522494,0.002004008016032064,0.0
0.5,0.4796445733974224,0.002004008016032064,0.13424657534246576
0.0,0.748843956841057,0.002004008016032064,0.0
0.5,0.5123311270287161,0.0,1.0
0.5,0.6102547828452316,0.004008016032064127,0.9863013698630138
0.5,0.4848354338561762,0.0060120240480961915,0.0
0.0,0.5724227037809158,0.002004008016032064,0.0
0.0,0.42356514643211085,0.002004008016032064,0.0
0.0,0.4269652733702003,0.002004008016032064,0.7041095890410959
0.0,0.46411732704689257,0.0060120240480961915,0.03561643835616438
0.0,0.4934717562788933,0.058116232464929855,0.8958904109589041
0.0,0.8397180161392725,0.002004008016032064,0.9534246575342465
0.5,0.4739550276543696,0.0060120240480961915,0.0
0.5,0.3904932450811316,0.11823647294589178,1.0
0.0,0.4476833801795408,0.002004008016032064,0.5452054794520548
0.0,0.40479644573395035,0.0,0.989041095890411
0.5,0.4531462507933668,0.0,0.0
0.0,0.3248481276634152,0.002004008016032064,0.005479452054794521
0.5,0.4848354338561762,0.0,0.0
0.5,0.4545289690815082,0.008016032064128256,0.5123287671232877
0.5,0.5359960105177208,0.0,1.0
0.5,0.41372744582463383,0.046092184368737465,0.12054794520547946
0.5,0.44886209085137807,0.058116232464929855,0.9972602739726028
0.5,0.3469716202738198,0.004008016032064127,0.0
0.0,0.38156224499047653,0.012024048096192383,0.0
0.0,0.5586635234382129,0.004008016032064127,0.6657534246575343
0.0,0.33874331308368255,0.004008016032064127,0.057534246575342465
0.5,0.6810907607217302,0.002004008016032064,0.0
0.5,0.3981321969353644,0.0060120240480961915,0.14246575342465753
0.5,0.5347492973071155,0.03006012024048096,0.0
0.5,0.4683561519630075,0.004008016032064127,0.10136986301369863
0.5,0.48372472572307856,0.002004008016032064,0.24383561643835616
0.0,0.5502312086317716,0.002004008016032064,0.06301369863013699
0.5,0.5187913682110832,0.026052104208416832,0.35342465753424657
0.5,0.46411732704689257,0.012024048096192383,0.5835616438356165
0.5,0.537650738960906,0.002004008016032064,0.9917808219178083
0.0,0.44611932178801794,0.008016032064128256,0.0
0.0,0.3983588720645628,0.004008016032064127,0.0
0.0,0.4941971166923338,0.0,0.37534246575342467
0.0,0.460399854927914,0.012024048096192383,0.0
0.5,0.5188140357240059,0.004008016032064127,0.9534246575342465
0.5,0.6698023392873438,0.0,0.18904109589041096
0.5,0.695461963913317,0.0,0.9945205479452055
0.5,0.3755100190407177,0.002004008016032064,0.4273972602739726
0.0,0.44169915676849314,0.002004008016032064,0.010958904109589041
0.5,0.4615105630610117,0.004008016032064127,0.0
0.0,0.5411642034635804,0.004008016032064127,0.6246575342465753
0.0,0.9636413092755447,0.0,0.7726027397260274
0.5,0.4127300752561496,0.002004008016032064,0.9917808219178083
0.0,0.38269562063649687,0.0,0.0
0.5,0.5936168283616041,0.008016032064128256,0.0
0.5,0.5719240184966736,0.0060120240480961915,0.2684931506849315
0.0,0.3857557348807745,0.058116232464929855,0.8246575342465754
0.0,0.48578746939884354,0.002004008016032064,0.09315068493150686
0.0,0.45480097923655194,0.002004008016032064,0.0
0.0,0.44226584459153173,0.008016032064128256,0.2547945205479452
0.0,0.4830673678484061,0.002004008016032064,0.8986301369863013
0.0,0.49177169280986277,0.058116232464929855,0.6547945205479452
0.5,0.5462190588448834,0.004008016032064127,0.0
0.5,0.36093480823282675,0.0,0.8958904109589041
0.0,0.42882400942966115,0.0060120240480961915,0.5205479452054794
0.0,0.7678166651554932,0.0,0.9972602739726028
0.5,0.42603590534045566,0.0,0.0
1.0,0.37390062562334947,0.0,1.0
0.0,0.36374557983498335,0.058116232464929855,1.0
0.5,0.46958019766071857,0.0,0.0
0.0,0.3699111433493556,0.004008016032064127,0.32602739726027397
0.5,0.48760087043248745,0.018036072144288578,0.0
0.0,0.40130564874422703,0.002004008016032064,0.0
0.0,0.3934853567866696,0.002004008016032064,0.024657534246575342
0.0,0.42977604497232846,0.002004008016032064,0.0136986301369863
0.0,0.4407017862000089,0.058116232464929855,0.8136986301369863
0.0,0.34397950856831017,0.004008016032064127,0.8986301369863013
0.5,0.39609212077249367,0.002004008016032064,0.0
0.5,0.4784431952126056,0.0,0.9726027397260274
0.5,0.47454438299030244,0.058116232464929855,0.0
0.5,0.5359053404660301,0.004008016032064127,0.0
0.5,0.6649061564964995,0.0,0.7479452054794521
0.0,0.4566597152960412,0.058116232464929855,0.0
0.5,0.4119140447909899,0.026052104208416832,0.4821917808219178
0.0,0.5165019494060914,0.010020040080160319,0.07123287671232877
0.0,0.3925333212439739,0.004008016032064127,0.0
1.0,0.4638226493788977,0.058116232464929855,0.9068493150684932
0.0,0.3810408921932833,0.0,0.2219178082191781
0.5,0.8320110617463001,0.002004008016032064,0.0
0.0,0.4700788829449607,0.002004008016032064,0.0
0.0,0.5726493789101426,0.002004008016032064,0.936986301369863
0.5,0.5094523528878483,0.0,1.0
0.5,0.5414135461057299,0.008016032064128256,0.0
0.5,0.5262263124490119,0.002004008016032064,0.4904109589041096
0.5,0.4472980324598552,0.008016032064128256,0.0
